id,title,description,category,price,ranking
B009CB06V6,Bath and Body Works Cashmere Glow Body Lotion 8 fl oz.,"new item, releases mid octobert! be the first to try!  a nice item for holiday gift!!!",Body | Skin Care | Lotions | Moisturizers,8.25,43125
B009CBJ9MI,FULL SYNTHETIC WIG QUEEN COLLECTION 02 -QN02-BRAND NEW (FS4/30),SYNTHETIC FULL WIG RETAIL PRICE  $29.99 + TAX BIG SALE NOW!!!,Hair Extensions & Wigs | Styling Products | Wigs | Hair Care,,1051196
B009CBQ5H0,Herbal Choice Mari Shampoo Lavender &amp; Calendula 236ml/ 8oz (Organic),"This is a chemical and gluten free shampoo. Most shampoos add synthetics to their so called ""organic...",Shampoos | Hair Care,10.95,254295
B009CC2O0Q,Herbal Choice Mari Shampoo Sweet Orange &amp; Cranberry 236ml/ 8oz (Organic),This SLS and paraben free shampoo is an excellent alternative to natural shampoos that contain prese...,Shampoos | Hair Care,10.95,228068
B009CD65QO,Sense Night Renewal Cr&egrave;me,"Night Renewal Crme Step 3-Replenish, p.m.  Wake up to younger-looking, rejuvenated skin. This nutrie...",Face | Skin Care | Sets & Kits,39.99,192081
B009CDJ3PO,"Totlogic Body Lotion, 8 Ounce","This professional, salon quality, all-natural body lotion from TotLogic is the perfect choice for yo...",Body | Skin Care | Lotions | Moisturizers,12.0,54069
B009CE4HWM,MAC Prep + Prime BB Beauty Balm Spf 35 ~ LIGHT PLUS,Shade: LIGHT PLUS,Makeup | Face | Foundation Primers,37.45,210712
B009CEXX0O,AuraVie RENEW Purifying Cleansing Toner Gel,AuraVie RENEW Toner/Cleanser is paramount to guaranteeing that your skin is perfectly clean so that ...,Cleansers | Face | Skin Care | Gels,12.96,30633
B009CF5S7E,Natural Buffalo Horn Carved Medieval Renaissance Comb,"Handmade out of real buffalo horn, each comb is individually unique and polished. Overall Length: 5 ...",Combs | Styling Tools | Hair Care,3.49,196679
B009CF6JWW,Artistry Luxury Creme Luxury Eye,A Total Transformation 360 Around The Eyes.  Creme LuXury Eye is clinically tested to deliver a 94% ...,Eyes | Puffiness Treatments | Skin Care,127.95,143862
B009CFMYAS,"TotLogic Bubble Bath - Sulfate Free, Formaldehyde Free, Paraben Free, PEG &amp; DEA Free","This professional, salon quality, all-natural bubble bath from TotLogic is the perfect choice for yo...",Bath & Body | Bath | Bubble Bath,11.0,78518
B009CFN6PA,Dermalogica Special Cleansing Gel 8.4 Oz with Two Free Gifts Set,"Achieve super clean, super smooth skin with Double Cleanse products and Skin Prep Scrub. Skin is lef...",Shampoo & Conditioner Sets | Hair Care,43.98,233090
B009CG1VR4,"Kenra Platinum Mango Butter Moisturizer for normal, medium hair - 64 oz",What is this product? Kenra Platinum Mango Butter Moisturizer for normal | medium hair is a revitali...,Hair Care | Conditioners,,415963
B009CGJCF2,Avon Mesmerize for Him Holiday Gift Set,Avon Mesmerize Gift Set for Men 5 Piece Set includes: 1 - Cologne Spray 3.4oz 1- After Shave Conditi...,Men's | Fragrance | Sets,19.18,262819
B009CGVMZK,URBAN DECAY Lickable Body Powder - Honey - .53 oz. Size,"URBAN DECAY Sparkling Lickable Body Powder, with a Purple Puff in Honey, .53 oz.",Makeup | Face | Powder,,405542
B009CGVNMM,URBAN DECAY Lickable Body Powder - Honey - Larger Discontinued .78 oz. Size!,"URBAN DECAY Sparkling Lickable Sweet Body Powder, with a Purple Puff in Honey, .53 oz. Larger Discon...",Makeup,,570811
B009CH629A,"Bodico 3-pc Hair Dressing Set, Black",Bodico 3-pc Hair Dressing Set,Styling Tools | Scissors | Hair Care,6.55,419362
B009CIH59U,Tanya Hair Tinsel 300strands - 28&quot; Shining Purple- Silk Fibre Bling Bling Salon Hair Extension DIY,"Feature:Material: silk fibreLength: 28""Color: shining purpleUse Micro Beads for Installing INCLUDES ...",Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,2.99,65164
B009CIHX74,Tanya Hair Tinsel 300strands - 28&quot; Shining Gold- Silk Fibre Bling Bling Salon Hair Extension DIY,"Feature:Material: silk fibreLength: 28""Color: shining goldUse Micro Beads for Installing INCLUDES 20...",Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,2.99,185078
B009CIIGW0,JK 16 pcs nail art Nail patch nail stickers nail foil Gold nails film,"New, 100% shiny, 2012 items! Absolutly revolutionary , easy to use nail art products!Nail Art Revolu...",Nails | Makeup | Nail Art,7.56,427670
B009CIJSZY,Tanya Hair Tinsel 300strands - 28&quot; Laser Blue- Silk Fibre Bling Bling Salon Hair Extension DIY,"Feature:Material: silk fibreLength: 28""Color: laser blueUse Micro Beads for Installing INCLUDES 20pc...",Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,2.99,133484
B009CIKF4C,Tanya Hair Tinsel 300strands - 28&quot; Shining Green - Silk Fibre Bling Bling Salon Hair Extension DIY,"Feature:Material: silk fibreLength: 28""Color: shining greenUse Micro Beads for Installing INCLUDES 2...",Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,2.99,425684
B009CILAPA,2012 new design New release temporary tattoo waterproof ECG keychain totem tattoo stickers,"Our temporary tattoos are certified by F.D.A, EN71, ASTM, safe and non-toxic.Use parts: Can be used ...",Makeup | Body | Temporary Tattoos,2.99,445192
B009CJ7HII,Skin Rev-er Upper (1 fl oz),Size: 1 fl oz Get a more radiant looking complexion by creating a smooth surface for bareMinerals Fo...,Day Creams | Face | Skin Care | Creams & Moisturizers,17.0,88944
B009CJW4EU,Women's Sunvary Lace/ Voile Fingerless Wrist Length Short Bridal Gloves,"Can be used for any formal occasion, including Weddings",Hands & Nails | Skin Care | Moisturizing Gloves,1.64,141835
B009CK909Q,"Green Tea &amp; White Musk Vanilla Jasmine Aromatherapy All Natural Spa Crystals, Dead Sea Salts -22 Oz- Hot Tub, Whirlpool, Bath","Relax Spa & Bath crystals will enhance any spa or bath experience. Whether it is romance, peace of m...",Bath & Body | Minerals & Salts | Bath,19.99,373807
B009CK9C5S,Nivea Skin Firming Body Lotion w/Q10plus,"NIVEA Skin Firming Body Lotion, formulated with Co-Enzyme Q10 Complex and Hydra-IQ, is proven to pro...",Body | Skin Care | Lotions | Moisturizers,9.46,64206
B009CKOI16,"Long Hair Clips Extra Large Jumbo Side Comb (Brown, Clear, Black 4 1/2 Inches -3pc)",Extra  Large  Side Comb. Size 4.5 inches long and 2 inches wide. Each Hair comb has 29 Teeth,Combs | Styling Tools | Hair Care,,277578
B009CMI9BO,Unrefined Organically Grown/Wild-harvested Murumuru Butter 4.0 oz,Murumuru butter is rich in  Lauric acid 47.46% - Similar amount of Lauric Acid is naturally only fou...,Body | Skin Care | Body Butter | Moisturizers,18.0,82303
B009CMJJT0,Unrefined Organically Grown/Wild-harvested Murumuru Butter 8.0 oz,Murumuru butter is rich in  Lauric acid 47.46% - Similar amount of Lauric Acid is naturally only fou...,Body | Skin Care | Body Butter | Moisturizers,32.0,187672
B009CNCIVK,Tanya 10pcs Brown Snap Clips U-shape Metal Clips for Hair Extensions DIY,FeatureMaterial: metalYou will received 10 pcs of metal clips to make clip in hair extensions or to ...,Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,4.4,69469
B009CQ6GYM,L'oreal Studio Line Gel L'oreal Studio Invisi 'Fx Gel Normal Strength Strong 3/6 (150ml.)),Rub evenly a big nut-sized of gel in your hands. Apply on wet hair perfectably. Spread it over the h...,Cleansers | Face | Skin Care,,546533
B009CQVA4S,BVLGARI - Mon Jasmin Noir Gift Set (EDP+BL),"A sophisticated, luminous and sensual Eau de Parfum within the Jasmin Noir universe, reminiscent of ...",Eau de Parfum | Fragrance | Women's,,831126
B009CRUDRW,DIY 12 PCS 26mm Empty Magnetic Cosmetics Makeup Eyeshadow Eye Shadow Aluminum Palette Pans,"Features: 1.Classic color,easily create clear and brilliant eye makeup finish. 2.Suitable for causal...",Tools & Accessories | Makeup Brushes & Tools | Sets & Kits,6.37,3485
B009CS493U,BONAMART &reg; Stylish Hollow Out Braided Stretch Hair Head Band Accessories Headband Hairband for Women,Attention: 1st picture color is for this listing selling. other colors are for reference only.1.100%...,Styling Accessories | Styling Tools | Hair Care | Headbands,2.22,5922
B009CUEMWQ,Sensationail By Nailene Color Gel Polish Cool Breeze .25 Oz,THIS PRODUCT IS SOLD WITHOUT A BOX,Nails | Makeup | Nail Polish,1.75,54696
B009CXBKBY,Obsessive Compulsive Cosmetics Lip Tar Marion 0.33 oz,"A stunning new innovation in lip color, OCC Lip Tar combines the longevity of a lipstick, with the e...",Makeup | Lips | Lipstick,18.0,117392
B009CY02DA,Seche Vite Fast Dry Top Coat .5 oz.,Seche ViteTM dry fast top coat is widely acknowledged as the world's finest top coat. Specially form...,Nail Strengthening | Hands & Nails | Skin Care | Nail Treatments,6.79,142700
B009CZPQPS,H2O Plus Total Source Night Cream-1.7 oz.,"This anti-aging marine infusion is clinically proven to transform skin overnight. Our exclusive, oil...",Face | Skin Care | Treatments & Masks,75.35,159449
B009CZR3Y0,"Watts Beauty Moisturizing Hyaluronic Acid Advanced Skin Gel, 2.0 Ounce","This is the latest product released from Watts Beauty. The perfect blend of hyaluronic acid, vitamin...",Oils & Serums | Face | Skin Care,18.99,8255
B009CZTPPU,Delfanti-Milano MultiVitamin Enriched Anti Aging Night Cream,"Enriched with a supercharged combination of vitamins B, C and E, this repairing Anti Aging Night Cre...",Night Creams | Face | Skin Care | Creams & Moisturizers,15.95,388166
B009CZVVRA,CND Shellac Intro Pack,"CND Shellac Intro Pack has everything you need to start doing long lasting, high shine Shellac manic...",Nails | Makeup | Nail Polish,118.25,8281
B009D02FKQ,"Brazilian Heat After Dark Brush, 43 mm, 3.2 Ounce",Brush head stripes change color to alert stylist when the brush is at optimum heat for styling hair....,Brushes | Styling Tools | Hair Care,10.99,486108
B009D032S0,Ion I-Fusion 1&quot; Curling Iron,"Ion I-Fusion 1"" Curling Iron is an innovative vapor system that works with Argan or Keratin refill s...",Curling Irons | Styling Tools | Hair Care | Irons,34.0,253150
B009D0JEVO,It's A 10 Miracle Oil Plus Keratin 3 oz.,It's A 10 Miracle Oil Plus Keratin 3 oz.,Hair & Scalp Treatments | Hair Care,19.49,205167
B009D0PSW8,ARMANI CODE For Women Gift Set By GIORGIO ARMANI,ARMANI CODE For Women Gift Set By GIORGIO ARMANI,Fragrance | Women's | Sets,,389429
B009D0QSDG,Giorgio Armani Aqua di Gi&ograve; Gift Set,Giorgio Armani Acqua Di Gio Pour Homme Gift SetGiorgio ArmaniGiorgio Armani Acqua Di Gio Pour Homme ...,Men's | Fragrance | Sets,,250510
B009D0QT08,ACQUA DI GIO For Men Gift Set By GIORGIO ARMANI,ACQUA DI GIO For Men Gift Set By GIORGIO ARMANI,Men's | Fragrance | Sets,,492281
B009D0R1W8,BIG PONY 4PC COFFRET SET For Men By RALPH LAUREN,BIG PONY 4PC COFFRET SET For Men By RALPH LAUREN,Men's | Fragrance | Sets,,363327
B009D14TFE,"Wet n Wild Coloricon Bronzer with SPF 15, RESERVE YOUR CABANA (Pack of 3)","Special micronized blend of treated nylon powders adhere to skin to provide long-lasting, blendable ...",Makeup | Body | Bronzing Powder,13.69,388273
B009D1D5RC,CHOOSE 15 PLUS TOP BASE COAT UV LAMP Nail Gel CND Shellac UV 0.25 Soak Off,This fabulous bundle allows you to choose any fifteen of the wonderful CND Shellac colors as well as...,Nails | Makeup | Nail Polish,,543898
B009D1GTFC,One N Only Argan Oil Thermal Shine Spray 4oz,"Leaves Hair Smooth, Straight, Sleek And Shiny Adds Body And Shine Without Build-Up Provides Instant ...",Hair & Scalp Treatments | Hair Care,11.67,253582
B009D1IY78,Thursday Plantation - Tea Tree Foot Powder - 3.5 oz.,Thursday Plantation Tea Tree Foot Powder - 3.5 oz (100 g) Thursday Plantation Tea Tree Foot Powder c...,Makeup | Face | Powder,11.95,253802
B009D3CXI2,MAC Pressed Pigment DAY GLEAM,DAY GLEAM,Makeup | Eyes | Eye Shadow,23.81,377810
B009D3DL7E,3 Minute Instant Facelift Serum,Tired of the broken promises by the countless cosmetic products you've tried before? Erase brings yo...,Face | Skin Care | Creams & Moisturizers,,318014
B009D3GVDA,"Jane Iredale Lip Fixation Breast Cancer Awareness Edition, Cherish",A double-ended lip formula One end is lip color that contains long-lasting pigments The other end is...,Makeup | Lip Stains | Lips,26.61,273399
B009D4MULQ,Gelish Soak Off .5 oz COCKTAIL PARTY DRAMA Gel Nail Color UV Mani Harmony Polish,"These gels come in an array of fun colors. It applies like polish, with twist cap and applicator, bu...",Nails | Makeup | Nail Polish,12.14,242204
B009D4MXNG,Gelish Soak Off .5 oz STRUT YOUR STUFF Gel Nail Color UV Manicure Harmony Polish,"These gels come in an array of fun colors. It applies like polish, with twist cap and applicator, bu...",Nails | Makeup | Nail Polish,12.14,294967
B009D4MY1C,Gelish Soak Off .5 oz TAUPE MODEL Gel Nail Color UV Manicure Harmony Polish,"These gels come in an array of fun colors. It applies like polish, with twist cap and applicator, bu...",Nails | Makeup | Nail Polish,12.24,26707
B009D4MYC6,Gelish Soak Off .5 oz CASHMERE KIND OF GAL Gel Nail Color UV Mani Harmony Polish,"These gels come in an array of fun colors. It applies like polish, with twist cap and applicator, bu...",Nails | Makeup | Nail Polish,12.3,110311
B009D4MYS0,Gelish Soak Off HOUSE OF GELISH Set of 6 Six Colors Collection Nail UV Gel Mani,"Gelish's New House of Gelish Collection is inspired by the runways of Milan, Paris, London and New Y...",Nails | Makeup | Nail Polish,70.98,163233
B009D4XE1G,"The Balm Crease Love and Happiness Smudger Brush/Tapered Crease Brush, 0.2 Ounce","The Balm powder to the people, powder brush easily picks up and evenly distributes powder makeup for...",Tools & Accessories | Makeup Brushes & Tools | Brushes & Applicators,28.39,135447
B009D54BBC,GOLDEN FLOWER-fragrance for women-EDP-3.4 oz-version of FLORA by GUCCI,PERFUME FOR WOMEN < GOLDEN  FLOWER  >-PERFECT GIFT-BEAUTIFUL VERSION OF VERY FAMOUS BRAND FLORA BY G...,Fragrance,9.5,450049
B009D5W718,Z - Palette Large Peacock - Exclusive to Suite 7 Beauty!,This ingenious palette will hold any magnetized cosmetic refill you have. Fill it with your favorite...,Makeup | Makeup Palettes,,247600
B009D6FP4S,France Barrettes Exclusive French Barrettes Made in France Devisage Lux Collection Hair Accessories Hair Clip,All of our Barrettes are hand made in France for the best known fashion designers and brands worldwi...,Styling Accessories | Styling Tools | Barrettes | Hair Care,,835949
B009D6G8W6,Halo Illuminating Color Protection Reparative Shampoo 33.8oz,"Halo Reparative Shampoo - Revitalize damaged, chemically treated hair for enhanced health and overal...",Shampoos | Hair Care,,598122
B009D75M8Q,Paul Mitchell Curls Kit,Spring Loaded Detangling Shampoo: Zero Sulfates.  Full Circle Leave in Treatment: Curl Therapy Twirl...,Shampoo & Conditioner Sets | Hair Care,71.99,174434
B009D7IK26,Dolphin Organics Norfolk Lavender Shampoo/Body Wash - 8oz.,Our tear free Norfolk Lavender Shampoo & Body Wash uses certified organic and natural ingredients to...,Shampoos | Hair Care,11.69,76303
B009D7V4WO,BONAMART &reg; Vintage Bling Phoenix Wing Angel Beads HairBand Hoop Claw Handmade Headband for Women,Attention: 1st picture color is for this listing selling. other colors are for reference only.1.100%...,Styling Accessories | Styling Tools | Hair Care | Headbands,2.6,3273
B009D80NMK,BONAMART &reg; Fashion Personality Punk Rock Gothic Rivets Spike Hair Ponytail Band Holder Hairband Headband S,Attention: 1st picture color is for this listing selling. other colors are for reference only.1.100%...,Styling Accessories | Styling Tools | Hair Care | Headbands,4.99,114628
B009D81F4U,Acnefree Oil Free Purifying Cleanser (Step 1) Value Pack 2 X 4 Oz = 8 Oz,"Purifies, gently exfoliates dead skin cells and removes clogging dirt, oil and impurities leaving sk...",Cleansers | Face | Skin Care,11.95,70797
B009D841DW,Acnefree Oil Free Purifying Cleanser (Step 1) Value Pack 4 X 4 Oz = 16 Oz,"Gently deep-cleans with subtle, exfoliating microbeads to remove pore-clogging dirt and excess oil. ...",Cleansers | Face | Skin Care,18.99,103085
B009D89RV8,Yesurprise 5Pcs 3D Alloy Ab Rhinestones Bow Tie Nail Art Glitters Slices Decorations,5Pcs 3D Alloy Ab Rhinestones Bow Tie Nail Art Glitters Slices Decorations,Nails | Makeup | Nail Art,2.87,193014
B009D8C7O2,doTERRA Salon Essentials Root to Tip Serum 30mL,d?TERRA Salon Essentials Root to Tip Serum is a professional formula infused with carefully chosen C...,Hands & Nails | Cuticle Care | Skin Care | Cuticle Creams & Oils,35.95,59423
B009D8LL2Q,BestDealUSA Red Soft Salon Dust Makeup Face Powder Blush Brush Nail Art Tool,"Features:     Practical in use and easily portable, it gives a perfect finish to makeup, for a natur...",Tools & Accessories | Nail Tools | Nail Brushes,,460787
B009D8LUJU,BONAMART &reg; Fashion Multiclolor Handcraft Crystal Rhinestone Ponytail Hair Accessories Beads Hair Pin Clips for Women Red,Attention: 1st picture color is for this listing selling. other colors are for reference only.1.100%...,Styling Accessories | Styling Tools | Hair Care | Clips,,292014
B009D8WL16,Bath and Body Works Dreamy Vanilla Woods Body Cream 8 Oz,"a blend of creamy vanilla, white orchid and saffron woods",Body | Creams | Skin Care | Moisturizers,,337434
B009D8YTHU,Bath and Body Works Dreamy Vanilla Woods Body Lotion 8 Oz,"creamy vanilla, white orchid and saffron woods",Body | Skin Care | Lotions | Moisturizers,,273776
B009D91WRE,Zicac New Gossip Girl Trendy Celebrity Boston Hobo Shoulder Tote Bag (Burgundy),Product Description:Material: PUDimension:Width : 38cm/13 inches Height : 25cm /11 inches Depth : 21...,Tools & Accessories | Tote Bags | Bags & Cases,29.56,632407
B009D9O4OM,24 Butterfly Artificial Fashion Designed False French Acrylic Nail Tip Ongles,How To Apply Professional Designer Nails:1. Clean &amp; remove any foreign matter from nail includin...,Hands & Nails | Skin Care | Nail Repair | Nail Treatments,1.81,703768
B009D9O6YA,1 BOX 12 gold silver foil paillette nail art DIY Ongles,"Each case with 1 pcsEasy to apply on natural or artificial nails, Party makeupCharms that makes you ...",Hands & Nails | Skin Care | Nail Treatments,3.12,7647
B009D9O87K,1PC nail art hand soak bowl professional manicure treatment Best Price,"Professional Manicure Nail Soak BowlsSuitable for nail treatment, removing false nails and cuticleFo...",Tools & Accessories | Nail Art Equipment | Nail Tools,2.91,58481
B009D9O8T8,1 set profession full nail art acrylic UV Gel,"White, Clear, Pink Acrylic Powder Each x 1Acrylic Liquid 60ml x 1Nail Sanding Block x 2glass dish x ...",Hands & Nails | Cuticle Care | Skin Care | Cuticle Repair,13.76,11643
B009DAH8VC,Phytomer Pionniere XMF Perfection Youth Cream 50ml 1.6oz,Skincare product,Face | Skin Care | Fluids & Lotions | Lotions | Creams & Moisturizers,159.99,106494
B009DAMJIE,5X 2-Way Acrylic Nail Art Brush Pen Cuticle Pusher with 2000pcs Nail Art Rhinestones Tips+Case,Package: 5pcs of nail art brush and 1 box of nail tips,Tools & Accessories | Nail Art Equipment | Nail Tools,6.9,618304
B009DB6CJU,4 Face Cleansing Brush set for Bright Therapy BT-SR02E Professional Sonic Skin Care System.,4 Face Cleansing Brushes set for Bright Therapy BT-SR02E Professional Sonic Skin Care System. Replac...,Face | Skin Care,,156329
B009DBBC3Q,(Green) Nails Art Professional Pedicure Manicure Nail File Drill Pen Kit w/ 6 Bits 1 AC adapter and AGPtek USB 2.0 All-in-one Card Reader 3000-13000 PRM,"Operation:1.This tool is design for carver, engrave, rout, grind, and sharpen, sand, polish, drill a...",Tools & Accessories | Nail Art Equipment | Nail Tools,7.39,126431
B009DCTNDG,Tarte Amazonian Clay 12-Hour Blush Peaceful 0.2 oz,Tarte Amazonian Clay 12-Hour Blush Peaceful 0.2 oz,Bronzers & Highlighters | Makeup | Face,35.5,156424
B009DCTTGM,Fresh Sugar Lip Treatment SPF 15 Sugar Berry Tinted 0.15,Absolutely Authentic (In Original Box) Brand New & NOT USED!!! ***Exquisite Quality*** Package Track...,Makeup | Lips,23.44,38384
B009DCUNB2,Givenchy Mister Mat Mattifying Foundation Primer 0.8 oz,A mattifying powder gel. Givenchy Mister Mat Mattifying Foundation Primer is a soft skin primer that...,Makeup | Face | Foundation Primers,57.99,206980
B009DCUY1G,Taylor Swift Wonderstruck Enchanted 0.33 oz Eau de Parfum Rollerball,Wonderstruck Enchanted Eau de Parfum Rollerball is an irresistible blend of luscious wild berries an...,Eau de Parfum | Fragrance | Women's,20.99,146562
B009DCVN1Q,JOHN VARVATOS THE MEN'S FRAGRANCE COLLECTION 4 Piece Gift Set: John Varvatos EDT 0.5fl.oz-15ml+John Varvatos Vintage EDT 0.5fl.oz-15ml+John Varvatos Artisan EDT 0.5fl.oz-15ml+John Varvatos Artisan Black EDT 0.5fl.oz-15ml. SPLASH. MINI(The Bottle is approx. 1-2inches high). SAMPLE Size. New in Sealed Box.,JOHN VARVATOS THE MEN'S FRAGRANCE COLLECTION 4 Piece Gift Set: John Varvatos EDT 0.5fl.oz-15ml+John ...,Men's | Fragrance | Sets,61.99,205451
B009DCWXXS,Tarte LipSurgence&trade; Lip Luster Achiote 0.1 oz,Absolutely Authentic (In Original Box) Brand New & NOT USED!!! ***Exquisite Quality*** Package Track...,Makeup | Lips | Lipstick,36.48,154323
B009DCX1FM,Laura Mercier Mini Kohl Eye Pencil Collection,"Colors include Black Violet, Stormy Grey, Brown Copper, Black Gold, and Stone Slate.",Makeup | Eyes | Eyeliner,,409927
B009DCX576,Tarte SmolderEYES Amazonian Clay Waterproof Liner Silver Black 0.056 oz,"A versatile waterproof liner powered by Amazonian clay that can create crisp, soft, or smoldering ey...",Liner & Shadow Combinations | Makeup | Eyes,28.85,269274
B009DCXC7Y,Obsessive Compulsive Cosmetics Lip Tar Vintage 0.33 oz,A high-opacity lipstick concentrate with unprecedented longevity. Flash a fabulous smile and a stunn...,Makeup | Lips | Lipstick,18.0,209545
B009DCXQWK,Julep Nail Vernis Carly 0.27 oz,"4-free: It does not contain formaldehyde, formaldehyde resin, toluene, or DBP",Nails | Makeup | Nail Polish,,264373
B009DCY354,Dior Diorshow New Look Set,Dior Diorshow New Look Set,Makeup | Makeup Sets,,394645
B009DDGCZW,DIY Salon Hairdress Hairdressing Styling Hair Straightener V Shape Comb,DIY Salon Hairdress Hairdressing Styling Hair Straightener V Shape Comb,Combs | Styling Tools | Hair Care,2.08,9026
B009DDGGQW,Long Lasting Eyeliner Eye Liner Gel With Brush For Cosmetic Makeup Black,"Packing content: 1 x Eyeliner Gel,  1 x Brush",Makeup | Eyes | Eyeliner,3.58,114293
B009DEFE64,Christian Dior Lipliner Pencil 0.04 oz No. 863 Holiday Red,Reshape or accentuate the LIP outline. Keeps lipstick from feathering. Includes brush to blend in th...,Lip Liners | Makeup | Lips,25.49,283269
B009DFDKDW,"I Coloniali Body Fragrance, Animal Oud, 3.3 Fluid Ounce",I Coloniali has created a collection of seductive fragrances for the body.,Men's | Fragrance | Eau de Toilette,25.0,498107
B009DFYRNE,Nail Art Pens By NPW Rock Chic,Mini Nail Art Pens have a brush for painting and a micro nib for drawing. 1. Paint your nails in you...,Nails | Makeup | Nail Polish,12.99,213063
B009DG9LRU,Embelleze Novex Olive Oil Shampoo - 10.14 Fl. Oz | Embelleze Novex Azeite de Oliva Shampoo - 300ml,The Novex Shampoo Vitay Olive Oil formula has been especifically designed to moisturize and restore ...,Shampoos | Hair Care,14.95,372172
B009DG9POE,Embelleze Novex Argan Oil Conditioner - 10.14 Fl. Oz | Embelleze Novex &Oacute;leo de Argan Condicionador - 300ml,"The NovexConditioner Argan Oil has been specially designed to naturally moisturize the strands, trea...",Hair Care | Conditioners,8.84,264124
B009DG9R0Q,Embelleze Novex Olive Oil Hair Serum - 1.01 Fl. Oz | Embelleze Novex &Oacute;leo de Oliva Reparador de Pontas - 30ml,"Rich in Vitamin E, a powerful natural softner and moisturizer, the Hair Serum Nutrire Novex Olive Oi...",Hair & Scalp Treatments | Hair Care,5.45,123035
B009DG9XAK,Embelleze Novex Capillary Fertilizer Hair Care Treatment Cream - 35.3 Oz | Embelleze Novex Fertilizante Capilar Creme de Tratamento - 1Kg,Strenghthening from roots to tips. Novex Professional Hair Food Therapy guarantees amazing results f...,Hair & Scalp Treatments | Hair Care,19.99,156295
B009DGC834,Nail Art Wheel - Sequin,Nail Art - SEQUIN:These little cases contain over 500 pieces of nail art bling in 11 shapes and 12 d...,Nails | Makeup | Nail Art,6.95,421991
B009DGW4BU,Mac Hello Kitty 12 Colors Stamp Eyeshadows Palette #4,.Mac Hello Kitty 12 Colors Stamp Eyeshadows Palette #4 SUPER PIGMENTED and silky SUPER PIGMENTED and...,Makeup | Makeup Palettes,,630620
B009DHA2DQ,LOREAL BARE NATURALE MINERAL FOUNDATION SAND BEIGE #467,Discover the feeling of skin breathing freely. True Match Naturale re-invents makeup with carefully ...,Makeup | Face | Foundation,15.99,675995
B009DHAAUG,MAYBELLINE COLORSENSATIONAL LIPSTICK CARAMEL KISS 225,"Maybelline Color Sensational Lipcolor  Fall in love with color, all over again: &#x2022;Crisper colo...",Makeup | Lips | Lipstick,7.69,583593
B009DHB1EU,MAYBELLINE COLORSENSATIONAL LIPSTICK GET NUTTY 335,"Maybelline Color Sensational Lipcolor  Fall in love with color, all over again: &#x2022;Crisper colo...",Makeup | Lips | Lipstick,,563666
B009DHNXNM,Shiseido Ultimate Sun Protection Cream + SPF50,Shiseido Ultimate Sun Protection Cream SPF 50 + for Face. Water-Resistant (80 Minutes) Nourishing cr...,Skin Protection | Skin Care | Sun,38.1,13669
B009DHNY90,Shiseido Ultimate Sun Protection Lotion+ SPF50,Shiseido Ultimate Sun Protection Lotion SPF 50 + for face/body. Water Resistant (80 Minutes) Nourish...,Skin Protection | Skin Care | Sun,35.0,24102
B009DHO02A,Shiseido Urban Environment UV Protection Cream SPF40,What it is: A feather-light daily cream sunscreen that shields the skin to fight unavoidable environ...,Skin Protection | Skin Care | Sun,21.0,118960
B009DHV8QG,SK-II Essential Power Rich Cream--1.70 oz,The new SK-II Essential Power Rich Cream is an addition to the Anti-Aging line that addresses the mo...,Face | Skin Care | Creams & Moisturizers,189.4,398076
B009DI408I,"Shania Twain Eau De Toilette Spray for Women, 0.5 Ounce",EDT SPRAY .5 OZ Design House: Shania Twain Year Introduced: 2005 Fragrance Notes: Honeysuckle Freesi...,Fragrance | Women's | Eau de Toilette,,180198
B009DJ6U4O,Deva DevaCurl Mist-er Right (Lavender Curl Revitalizer) - 355ml/12oz,DevaCurl Mist-er Right (Lavender Curl Revitalizer) - 355ml/12oz -A rejuvenating tonic for curls & sc...,Curl Enhancers | Styling Products | Hair Care,14.61,156128
B009DJY5NC,Rimmel Volume Accelerator Mascara 001 Black - Bonus Soft Kohl Kajal Eye Pencil Jet Black,Rimmel Volume Accelerator Mascara 001 Black - Bonus Soft Kohl Kajal Eye Pencil Jet Black,Makeup | Eyes | Mascara,8.25,207551
B009DKLG5Q,Mambo Kitty Makeup Bag - Whimsical Kitty Cat Dance Night Makeup Case,Whimsical Mambo Kitty Design Featuring cats in a nightclub playing bongos and singing and dancing ma...,Tools & Accessories | Bags & Cases | Cosmetic Bags,,504809
B009DM6NM0,Queen of Sea Mermaid and Her Maids Flat Makeup / Cosmetic Bag - Pearla Cosmetic Bag,Printed on vegan friendly faux leather with contrast black fabric interior and a Fluff metal charm z...,Tools & Accessories | Bags & Cases | Train Cases,14.0,84115
B009DMDBTI,Elasta QP Olive Oil &amp; Mango Butter Moisturizer Unisex 8.25 oz. (3 Pack)SEALED JARS,Moisturizing Olive Oil/ and butters of Mango and Cocoa produce this intensely rich thermal protectin...,Hair & Scalp Treatments | Hair Care,22.99,286625
