id,title,description,category,price,ranking,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,similarity_score
B0075QVOFW,"Proactiv Dark Spot Corrector,1 Oz Size",Brand new - factory sealed - (size - 1 oz.) - in the box - expiration dates 06/15 - fast shipping.,Skin Care | Face | Treatments & Masks,19.2,824.0,A2I83WNAYGX8E,B00021DVCQ|B0009OAHN2|B0017U10SI|B001S4AM14|B0035CTRHW|B0056MYSHI|B00AR03HRG|B00CD9HQIA|B00HJ8NOZY|B00D2LOPJ6|B0028NA9US|B003UNPS0Q,Can you recommend me a face treatment for enhancing skin texture in a 1 oz size?,3,The user shows a preference for products that offer anti-aging benefits and heat protection for hair.,Can you recommend me a face treatment for improving skin texture in a 1 oz size? I'm not sure about the specific using scene or required functions.,-1.0,,1.1027737
B003OEITWA,Mary Kay TimeWise 3-in-1 Cleanser ~ Combo - Oily Skin ~ 4.5 Oz,This combination to oily formula washes away excess oil with a lathering cleanser that leaves skin f...,Cleansers | Face | Skin Care,11.99,28797.0,A3TI9E8URIUWCC,B000GW4B2K|B000TKS51C|B000TKS530|B003F7X0G6|B0041Y8PEE|B0042U9C26|B004SPIJ0G|B008ZEVV9M|B0051D5U6A,"I’m looking for a face cleanser, 4.5 oz, that’s specifically designed for combination to oily skin, preferably from the Mary Kay brand.",-1,"The user shows a strong preference for Mary Kay's TimeWise line, particularly cleansers and foundations. There is also a notable interest in lip glosses, suggesting a focus on both skincare and makeup aesthetics.","I’m looking for a face cleanser, 4.5 oz, that’s specifically designed for combination to oily skin, preferably from the Mary Kay brand.",1.0,"face cleanser, 4.5 oz, specifically designed for combination to oily skin, preferably from the Mary Kay brand",-7.9300447
B0001EKWWQ,"Jane Iredale Puremoist Lip Color, Sarah, .12 Ounce","Pure moist lip color 0.12 ounce. This formula packs in moisture, color and staying power.",Lip Glosses | Makeup | Lips,,229781.0,A2AUKNF6GHJE0Q,B0009ET5JE|B001E0YAFG|B001ET6Z0A|B001ET788S|B001HKTC06|B008RM61OW|B000RJ4KFA,"I'm interested in a lip color that enhances my lips' natural color for a casual, everyday look.",1,"The user shows a preference for natural and organic ingredients, as indicated by their choice of products from brands like Burt's Bees and Nature's Gate.","I'm interested in a set of products that enhance my lips' natural color for a casual, everyday look.",-1.0,,0.0076339543
B006JSZJLW,Lime Crime Carousel Gloss Candy Apple,Deep ruby-red with crimson glitter.,Lipstick | Makeup | Lips,,198332.0,A1N8RROQMMYIDW,B00A8NKWS4|B00BCK29KQ|B007X6972Q|B00CU462D8,I’d like a lip gloss that’s great for boosting confidence during social events.,3,"The user shows a particular interest in lip products and eyelash tools, indicating a focus on enhancing lip and eye makeup.","I’d like a lip gloss that’s great for boosting confidence during social events, but I'm not sure about the specific using scene or required functions.",-1.0,,2.4985251
B000X1YIOU,Fantasea Facial Cleansing Sponge * 12 Per Package,Offers an excellent method of cleansing and gentlyexfoliating surface skin.* Easily sanitized and re...,Skin Care | Cleansers | Face,6.77,8259.0,A1Y27H97JNSNZL,B007AD5YTW|B002RGRJC2|B002RL8IU4|B001E96LCM,Help me find a facial cleansing sponge that enhances the sensory experience during my skincare routine.,1,"The user shows a strong preference for lip care products and hair care solutions, particularly those that offer moisturizing benefits.",Help me find a set of products that enhances the sensory experience during my skincare routine.,-1.0,,-4.5386972
B0041CTFV8,Bobbi Brown Bobbi Brown Hydrating Face Tonic,"Applied immediately after cleansing, this skin-conditioning tonic begins to restore and balance skin...",Skin Care | Face | Toners & Astringents,29.99,43281.0,AG613TRBS0OMX,B0058FO116|B001843LKS|B000SX3380|B004AH4154|B000KQBQTI|B0028FYBOQ,Do you have any suggestions for a face tonic that is hydrating and from Bobbi Brown?,-1,"The user shows a preference for products that focus on moisturizing and age intervention, as well as those containing olive or olive-based ingredients.",Do you have any suggestions for a face tonic that is hydrating and from Bobbi Brown?,1.0,face tonic that is hydrating and from Bobbi Brown,-2.1945
B003ODETES,"Nail Art MoYou Rhinestone Pack of 1200 Crystal Premium Quality 2mm Gemstones in 12 different colors, beauty accessory for women nails, fun and easy to apply with top coat or nail glue!",Moyou Nail Art Rhinestone Pack-1200 premium quality stones.  Moyou Nail Art Rhinestone Pack includes...,Nail Art Equipment | Nail Tools | Tools & Accessories,1.66,3700.0,A15LQ43YQA8II7,B0086LC0HQ|B000KONYJK|B005ACLU3E|B00B1NYB32,Can you recommend a nail art rhinestone pack that enhances creative expression for special occasions?,0,The user shows a unique preference for nail art practice tools and anti-aging skincare products.,Can you recommend a nail art rhinestone pack that enhances creative expression for special occasions?,1.0,nail art rhinestone pack,-3.0518634
B00BJ5JO0C,"Fhi Heat Platform Plus Vortex Pro Ionic Tourmaline Ceramic Hair Dryer, Black",Heat platform plus vortex pro ionic tourmaline ceramic hair dryer (black) dries hair evenly and redu...,Diffusers | Styling Tools | Hair Care,59.49,86312.0,A37KDWQ385BPNP,B003O9QTOK|B007S0CM2Y|B0012DOK9Q|B003CTU5MO|B0036LMFYO,"Do you have any suggestions for a hair dryer with ionic tourmaline ceramic technology, black, that would be ideal for someone interested in personal care and grooming, particularly in hair care?",-1,"The user shows a preference for products that target acne and blackheads, as well as those that incorporate natural ingredients like African black soap and Jamaican black castor oil.","Do you have any suggestions for a hair dryer with ionic tourmaline ceramic technology, black, that would be ideal for someone interested in personal care and grooming, particularly in hair care?",1.0,"hair dryer with ionic tourmaline ceramic technology, black",-10.195272
B00D47U876,CND Creative VINYLUX - TINTED LOVE - Weekly Polish - 15ml - New Release [Misc.],CND Creative VINYLUX - TINTED LOVE - Weekly Polish - 15ml - New Release [Misc.],Nails | Makeup | Nail Polish,6.85,5674.0,A3AM5IZM0MKXZK,B00EA5B2VW|B00E8G2ORY|B002YHRXI4|B000CQ36GW|B000IOBYFI|B000WNLFBI,"Could you recommend a nail polish, 15ml, suitable for a female adult with a strong interest in personal care and beauty products, particularly in nail care?",-1,"The user shows a preference for products that offer specific benefits such as 'light' formulations and 'all-purpose' uses, indicating a desire for versatile and lightweight beauty solutions.","Could you recommend a nail polish, 15ml, suitable for a female adult with a strong interest in personal care and beauty products, particularly in nail care?",1.0,"nail polish, 15ml, suitable for a female adult with a strong interest in personal care and beauty products, particularly in nail care",-7.932176
B005OMWA4S,Oster Pet Dog Animal Hair fur Dryer Veterinarian with Cool Shot Button &amp; Hands Free Stand,Oster Pet Dryer - #1 Brand with Veterinarians! Hands-Free Stand included for Quick and Easy Drying T...,Hair Dryers | Styling Tools | Hair Care,,35433.0,A34EGKN2KDX08N,B000FIG4GQ|B000ONXQPO|B000ONZA3U|B000OO0EK8|B000OO0EKS|B000XY09PE|B000BIUGUU,I’d like a pet hair dryer that’s specifically designed for enhancing hair thickness during grooming sessions.,2,"The user has a strong preference for thickening hair products, as indicated by their interest in serums, conditioners, and shampoos specifically designed for this purpose.","I’d like a pet hair dryer that’s specifically designed for enhancing hair thickness during grooming sessions. Additionally, recommend a thickening conditioner to complement this pet hair dryer.",2.0,pet hair dryer specifically designed for enhancing hair thickness during grooming sessions|thickening conditioner,-10.196358
B003ZWX6TM,Kleancolor Nail Lacquer Black 5,"Kleancolor nail polish featuring long lasting pretty colors with new bottle design. It is pretty, it...",Nails | Nail Polish | Makeup,1.5,34069.0,A1QOL7HS0W4VGN,B004I94DF2|B004KICAWY|B0069FDR96|B006LUDGR2|B008HZ521C|B00A76CPUA|B00BM2PJ74|B00DH5ZMGW,Can you help me pick a nail polish that enhances self-expression for special occasions?,1,"The user shows a unique preference for vibrant and pastel nail colors, as well as decorative nail art tools and accessories.",Can you help me pick a set of products that enhances self-expression for special occasions?,-1.0,,-1.166504
B00KBGHC9K,SALE! - ORGANIC RoseHip Oil - Premium Grade - 100% Pure Unrefined - Organic - 1 Oz,"100% Pure Organic Rosehip OilIn its pure form, rosehip oil is among the most powerful regenerating a...",Body | Skin Care | Oils | Moisturizers,15.97,4513.0,A2EIIDTYMJAEXV,B00H0LVCVI|B00JL2TURM|B00KHH2VOY|B007P9YCWQ|B00C8YCFU4|B00GPDRFPO|B00H2WZ8IS|B00GRBVM0S|B00CGN9LQ8|B00G5WO2VK|B000F6RFX4|B00HJD8NLY|B00GZLTD2Y|B004H6YD1K|B0050ZP424|B003B2RJLM|B001DKK9X4|B000BY2N7S,Can you recommend a body moisturizer that provides relief for eczema-prone skin?,1,"The user shows a preference for eco-friendly, cruelty-free, and organic products, particularly those that offer anti-aging benefits and hydration. They are interested in products that are versatile and can be used for multiple purposes, such as argan oil for hair, skin, and nails.",Can you recommend a set of products that provides relief for eczema-prone skin?,-1.0,,-3.7523122
B000KFX10G,"Tree Hut Shea Body Butter, Brazilian Nut, 7-Ounce (Pack of 3)","Experience Tree Hut Body Butter with rich, sweet essence of Brazil Nut. Natural Brazil nut oil hydra...",Body | Skin Care | Body Butter | Moisturizers,30.95,8800.0,A1RV29ZI6Z1WV2,B000OYJ9AO|B001H54SQ4|B0047ENN7M|B005QDL1K4|B006NDDXNE|B007XA49O8|B0018DAUKI|B001AY36JM,Do you have any suggestions for a body butter that would be good for enhancing skin elasticity?,3,"The user shows a preference for products that are herbal or natural, as indicated by the repeated purchase of items like Hempz Herbal Moisturizer and NOW Foods Avocado Oil. There is also a notable interest in products with specific scents or flavors, such as Citrus Blossom and Strawberry and Chocolate.",Do you have any suggestions for a body butter that would be good for skin elasticity? I'm not sure about the specific using scene or required functions.,-1.0,,-1.5048318
B006GHJFHK,NARS Pure Matte Lipstick - Madere - 2g/0.07oz,This extra rich lipstick provides bold color Glides on effortlessly with comfortable wear Long weari...,Lipstick | Makeup | Lips,35.3,360736.0,A1HVQFWB7GG15G,B0009JRQZO|B00021B8L2|B0015KO3NO|B006X2IMGS|B00700H128|B002RTXTC8|B006IS4FD6|B00BYFV45A|B00CD1HI5O|B0006LPM3S|B0041LQV3Y|B005714PIU|B000H81PXG|B0012XNYDO|B003P34KXC|B003P3MKTS|B004XAWLX2|B008OFB426|B00DRK19XW|B00236KGAI|B004M9Q8WY|B008OFB552|B008VFMYRS|B0038Q23PS|B000KOI53A|B001B54XL0|B008HCVFIE|B000RUD762|B0012XI1SC|B0058CP4ZQ|B0038FLU94|B005274JY4|B005OL0YXS|B002PMLGVI|B000AVV77E|B001KYQFNQ|B002A9JONI|B000UZPZQY|B000ALDJS4|B0006FMU02|B000A3ZN7W|B000A409J8,Could you recommend a lipstick that boosts confidence for special occasions?,1,"The user shows a preference for products that offer specific benefits such as anti-aging, hydration, and color treatment, as well as a tendency towards premium or specialized brands and formulations.",Could you recommend a set of products that boosts confidence for special occasions?,-1.0,,10.306604
B000AA5VZY,Super Nail 16 oz. Pure Acetone,Super Nail Pure Acetone is multi-purpose 100% pure acetone polish remover that can be used to remove...,Nails | Makeup | Nail Polish Remover,7.2,1238.0,A3FYO1BF1UOPM6,B002NY3PSK|B004WAGFQC|B002PBAD5Y|B000QSISYG,"Can you show me a nail polish remover, 16 oz. pure acetone, suitable for a young adult female interested in beauty care?",-1,"The user shows a preference for compact and travel-friendly beauty solutions, as well as specialized grooming tools like UV nail dryers and waxing strips.","Can you show me a nail polish remover, 16 oz. pure acetone, suitable for a young adult female interested in beauty care?",1.0,"nail polish remover, 16 oz. pure acetone, suitable for a young adult female interested in beauty care",-8.865734
B00BPBHMMM,Oyang Lovely Vintage Jewelry Crystal Butterfly Hairpins Hair stick- for hair clip Beauty Tools,Color: multicolor Packing:1pcs Fashion hair clip,Styling Accessories | Clips | Styling Tools | Hair Care,3.15,67320.0,A1HX7A40HOOYYK,B00CDOX81E|B00CGKJ7QU|B00BSKJ6AG|B00ARX98R6,Can you recommend a hairpin that enhances curl definition for a special occasion?,1,"The user shows a preference for vintage and crystal-themed hair accessories, as well as argan oil-based hair treatments.",Can you recommend a set of products that enhances curl definition for a special occasion?,-1.0,,-0.8038496
B0002XBTVO,"PCA Skin Clearskin, 1.7 Ounce","It helps treat acne conditions such as blemishes, scars and redness.",Creams & Moisturizers | Skin Care | Face,24.96,3237.0,A24MOMTTDNCXYZ,B0006FMQWO|B000B7VO66|B000R92XE0|B004BWBFSY|B000ITN758,Could you suggest a face cream that provides intense hydration for dry skin?,0,"The user shows a preference for products that offer specific skin benefits such as smoothing, protection, and breakout control.",Could you suggest a face cream that provides intense hydration for dry skin?,1.0,face cream that provides intense hydration for dry skin,0.025074348
B000PHRIQM,theBalm - Hot Mama! Shadow/Blush 7.08g /POIDS NET WT. 0.25 OZ,Hot Mama provides subtle color for the eyes and cheeks in a warm rosy tone. This convenient flip-up ...,Bronzers & Highlighters | Makeup | Face,11.7,1735.0,A14LT8CLKUGLZ,B002RKKA0G|B00AYLYETS|B00B0MIVKS|B00IXVBXTU,"Can you recommend a blush, 7.08g, suitable for a young adult to middle-aged female with a strong interest in beauty and personal care products?",-1,"The user shows a preference for products related to lip care and eye makeup, as well as items offering UV and thermal protection.","Can you recommend a blush, 7.08g, suitable for a young adult to middle-aged female with a strong interest in beauty and personal care products?",1.0,"blush, 7.08g, suitable for a young adult to middle-aged female with a strong interest in beauty and personal care products",-4.6760507
B00G9TZVEQ,Womens Girls Fashion Wavy Curly Long Hair Human Full Wigs + Hairnet (Light Brown),Features:You can use the blower (cold air) or hair stick (better not high temperature) to change the...,Hair Extensions & Wigs | Styling Products | Wigs | Hair Care,10.89,125870.0,A2CASFJMD6NFDQ,B009PZF7WM|B002FREC5K|B000FCIEVU|B009RJNLUG|B000FCIEW4,I'm after a wig that provides a quick transformation for special events.,1,"The user shows a strong preference for hair extensions and related styling products, as well as herbal teas aimed at health benefits such as sugar control and cholesterol management.",I'm after a set of products that provides a quick transformation for special events.,-1.0,,-2.5401182
B00APNCWU8,"OGX Conditioner, Luxurious Moroccan Argan Cr&egrave;me, 13oz","Indulge in moroccan argan oil, whipped into an opulent, decadent creme to lavish each strand in mois...",Hair Care | Conditioners,9.88,121274.0,A3KP689IBT8TWE,B0009OAI2C|B000C1UBRO|B000C1UC8C|B000E7WH6Y|B000P22UU6|B000P275T2|B00164TKRI,"Can you suggest a conditioner, 13oz, suitable for a female interested in personal care products, particularly in fragrance and skincare?",-1,"The user has a strong preference for Eau de Parfum sprays, indicating a liking for long-lasting and intense fragrances. There is also an interest in skincare products, as evidenced by the purchase of a skincare set.","Can you suggest a conditioner, 13oz, suitable for a female interested in personal care products, particularly in fragrance and skincare?",1.0,"conditioner, 13oz",-2.7855783
B001FWXISS,"Euphoria Men Intense by Calvin Klein for Men, Eau De Toilette Spray, 3.4 Ounce","Launched by the design house of Calvin Klein in 2008, EUPHORIA MEN INTENSE is a men's fragrance that...",Eau de Toilette | Fragrance | Men's,36.44,2593.0,A1ZWRAQGMVHBQH,B0066TGLSY|B000C2147O|B00161IKD6|B003WPN7E6|B0006Q8FJG|B000993N42|B000C1W6P4|B000C237HO|B005A5Y55G|B00B4TR3KG|B000ZF4T5W,"I'm looking for an Eau de Toilette Spray for Men, 3.4 Ounce, suitable for an adult male who appreciates sophisticated and branded fragrances.",-1,"The user has a strong preference for Eau de Toilette and Eau de Parfum products, indicating a preference for long-lasting and high-quality fragrances.","I'm looking for an Eau de Toilette Spray for Men, 3.4 Ounce, suitable for an adult male who appreciates sophisticated and branded fragrances.",1.0,"Eau de Toilette Spray for Men, 3.4 Ounce",-10.196697
B00FAX6B6E,Ruby Kisses HD SET n' Forget SETTING POWDER 0.4OZ RRSP02 Banana,"Give yourself a gorgeous airbrushed finish, while minimizing the appearance of fine lines and imperf...",Powder | Face | Makeup,,134545.0,A3IOWJFFYY40AF,B007BLN17K|B003ODETES|B004OHQR1Q|B004ZBVV44|B008GRDTPW|B0068YUBCE|B008GOR6O0,"I'm after a face powder, 0.4 OZ, that works best for a young adult female with a strong interest in makeup products.",-1,"The user has a unique preference for detailed nail art tools and accessories, as well as vibrant and diverse makeup palettes.","I'm after a face powder, 0.4 OZ, that works best for a young adult female with a strong interest in makeup products.",1.0,"face powder, 0.4 OZ",-6.4478188
B008A7TNGW,Victoria's Secret Supermodel Essentials Fashion Show MakeUp Bag,Brand NEW Victoria's Secret Bag,Travel Cases & Holders | Bags & Cases | Tools & Accessories,22.99,140485.0,AYCXML7R0Z36H,B002MFTCSW|B0049JC2KE|B008OY2250|B00AZ8T012|B00157S30Q|B003YFUMME,Can you recommend me a travel case that’s best for organizing beauty products during business trips?,1,The user shows a unique preference for specific nail polish collections and high-end makeup palettes.,Can you recommend me a set of products that’s best for organizing beauty products during business trips?,-1.0,,-0.80895174
B001G7PJHK,"Revlon New Complexion One-Step Makeup, SPF 15, Cool Beige 16, 0.35 Ounce (Pack of 2)","Give your skin a bright, natural looking finish in one easy step! This creamy formula combines the c...",Foundation | Face | Makeup,17.97,37872.0,AHCOMESP4EOWG,B005XRZO0G|B007U90J5U|B00EB10Q1W|B008A3WGTM,Show me a foundation that enhances self-esteem for special occasions.,2,"The user shows a preference for high gloss and unique nail polish finishes, such as the Pixie Dust and glittery styles.","Can you show me a foundation that enhances self-esteem for special occasions? Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this foundation.",3.0,foundation that enhances self-esteem for special occasions|hydrating moisturizer|nourishing face mask,3.3530338
B00C1006ZG,"MelanSol 100% Natural Sunburn Relief Gel, 3.4 Ounce","Sunburn and sun stressed skin is something you never expect, however, when it does occur, having eff...",Sun | Skin Care | After Sun,29.99,256939.0,A279FUL12R7MBD,B0038QQ7OQ|B003JTF3VK|B00AEM0YH8|B00AO4EKSU|B000V1BDIG|B000BIUGXM,"Could you suggest a Sunburn Relief Gel, 3.4 Ounce, that is effective for soothing sun-exposed skin and aligns with my interest in skincare and beauty products focused on moisturizing and skin elasticity?",-1,"The user shows a preference for products that emphasize regenerative and elasticity-enhancing properties, as well as those tailored for specific needs like curl definition.","Could you suggest a Sunburn Relief Gel, 3.4 Ounce, that is effective for soothing sun-exposed skin and aligns with my interest in skincare and beauty products focused on moisturizing and skin elasticity?",1.0,"Sunburn Relief Gel, 3.4 Ounce",-8.597598
B002QV0NLM,Revlon Blush Brush,"Ultra soft, all natural hair for professional results. Every artist needs her brushes. Revlon brushe...",Brushes | Styling Tools | Hair Care,5.0,63422.0,A1RAXCMMR6EX2X,B005GMYNG4|B008DLT9H8|B00BFM3HRU|B001TJXI5U|B002UL10HO|B003UH0528|B005OZH88I|B007TLGZO8|B0087HZ0P8|B0087HZ2BU|B00BZAUYIW|B00BZBFYLS|B002QI1E9K|B000I5MJ8S|B003JNQV7G|B000G666QK|B004TQOVBK|B004TSF8R4|B004TSFE6Y|B007JD3IEG|B007O7AZBG|B009D14TFE|B009YXXWUY,Can you recommend me a blush brush that enhances makeup application for a flawless finish?,1,"The user shows a preference for high-quality makeup brushes and tools, as well as products that enhance eye makeup application and longevity.",Can you recommend me a set of products that enhances makeup application for a flawless finish?,-1.0,,0.38907814
B001BAG38G,Jean Paul Gaultier Le Male By Jean Paul Gaultier For Men. Eau De Toilette Spray 4.2 Oz.,"Introduced in 1995. Fragrance notes: warm fresh mint, lavender, orange blossom and woods, manly and ...",Eau de Toilette | Fragrance | Men's,49.99,569.0,A1KPQ989JYUMO1,B0009OAGSI|B0072ZXFCQ|B000C2105U|B00121TITK|B000E7SSGC|B001TM6IYA|B000JD4O2S|B00260Y71A|B000E7UFS6|B0009OAHP0|B0009OAHQY,Could you recommend a fragrance that enhances confidence for a young male professional?,0,"The user shows a strong preference for Eau de Toilette sprays, indicating a liking for lighter, more subtle fragrances. The user also seems to favor well-known designer brands such as Calvin Klein and Liz Claiborne.",Could you recommend a fragrance that enhances confidence for a young male professional?,1.0,fragrance that enhances confidence for a young male professional,1.9741017
B00COUQAJ4,Goldwell Topchic Hair Color Coloration (Tube) 7N Mid Blonde,Buy Goldwell Hair Color Permanent - Goldwell Topchic Hair Color Coloration (Tube) 7N Mid Blonde. How...,Chemical Hair Dyes | Hair Color | Hair Care,12.95,119112.0,A2YQ0CL80ARAII,B0086VI9LM|B00102AP66|B001B9BDPA|B0018BKC6W,"I'm looking for a chemical hair dye in a tube, specifically the 7N Mid Blonde shade, as I'm an adult female with a keen interest in hair care and coloring.",-1,The user shows a preference for ionic technology in hair dryers and plant-based ingredients in shampoos.,"I'm looking for a chemical hair dye in a tube, specifically the 7N Mid Blonde shade, as I'm an adult female with a keen interest in hair care and coloring.",1.0,"chemical hair dye in a tube, specifically the 7N Mid Blonde shade",-10.196867
B007U7E51Q,Farmhouse Fresh Rich Shea Butter Body Cream - Fluffy Bunny 8oz,90% natural Vegan and gluten free,Body | Skin Care | Moisturizers | Body Butter,29.65,145039.0,A36243Y16WVSKP,B000I0ZDRW|B000TBXWNW|B002T68Q9A|B0083HG6X2|B0083HT86E,Could you suggest a body moisturizer that enhances skin elasticity for someone who frequently uses nail care and beauty products?,3,"The user shows a preference for products that enhance nail aesthetics, such as high gloss top coats and base coats, as well as tools that aid in nail care and maintenance.","Could you suggest a body moisturizer that enhances skin elasticity? I'm not sure about the specific using scene or required functions, but I frequently use nail care and beauty products.",-1.0,,-0.3198718
B002RS6J4E,"Rusk Design Series Mousse, 8.8-Ounces Bottle","A light, foamy and highly concentrated mousse for maximum volume, body and control. Ideal for blow-d...",Mousses & Foams | Styling Products | Hair Care,10.25,8999.0,A2VFJIJVORI15O,B0078TCPHC|B0009HKOJG|B002K627XA|B003CJ6S20|B0098LFSLS|B000R8WOT0|B002TSA916,I’m looking for a hair styling mousse that provides lightweight hold for fine hair.,3,"The user shows a preference for products that are gentle and suitable for sensitive skin, as indicated by the hypoallergenic mascara and charcoal body wash.","I’m looking for a hair styling mousse that provides lightweight hold for fine hair, but I'm not sure about the specific using scene or required functions.",-1.0,,-8.599787
B000HGW7G2,"Enjoy Luxury Conditioner, 10.1-Ounce",Moisturize and soften the hair while indulging yourself in a incredible luxurious experience.,Conditioners | Hair Care,14.84,5681.0,A1T40MLD88QWF7,B002Q7JYRA|B007P7QKI2|B004GFLYKK|B00777O25S,"I'm looking for a conditioner, 10.1-ounce, that caters to adults with a strong interest in personal grooming and hair care.",-1,"The user shows a preference for high-quality, possibly luxury hair care products, as indicated by the choice of brands like Pureology and Sothys.","I'm looking for a conditioner, 10.1-ounce, that caters to adults with a strong interest in personal grooming and hair care.",1.0,"conditioner, 10.1-ounce, that caters to adults with a strong interest in personal grooming and hair care",-8.177456
B004VMGT2Q,"Burt's Bees Aloe &amp; Buttermilk Body Lotion, 12 Fluid Ounces","Embrace your sensitive side. Dermatologist-tested and clinically proven, this hypo-allergenic combin...",Body | Skin Care | Lotions | Moisturizers,8.29,7690.0,A3HOVLSR3Z0CQL,B001ET7BDK|B000CJVGE8|B000CPIMNA|B000FKHWX8|B000PHVU8O|B000TADQDO,"Do you know any body lotion that is 12 fluid ounces and suitable for someone with a strong interest in personal care products, particularly for skin care?",-1,"The user shows a preference for products that offer nourishment and protection, such as emollient sunscreens and nourishing shampoos. They also seem to favor products with calming and moisturizing properties.","Do you know any body lotion that is 12 fluid ounces and suitable for someone with a strong interest in personal care products, particularly for skin care?",1.0,"body lotion that is 12 fluid ounces and suitable for someone with a strong interest in personal care products, particularly for skin care",-3.622376
B00D8K7J9Y,Beaute Galleria - 22 Inches Clip In Synthetic Hair Extensions (Straight) (Black),"Celebs and models have a hair secret : hair extensions. Thanks to our hair extensions collection, yo...",Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,15.99,92170.0,A3LUDVP5U5GTUJ,B0020HEBX8|B000V9RRD8|B008LY3R66|B00020DY2O,I am looking for hair extensions that provide a quick transformation for a special event.,2,"The user shows a preference for products that incorporate natural ingredients, such as Moroccan Argan Oil and Neem, indicating an interest in organic or sustainable beauty solutions.","I'm looking for hair extensions that provide a quick transformation for a special event. Additionally, recommend a stylish hair accessory like the Oyang Lovely Vintage Jewelry Crystal Butterfly Hairpins to complement the look.",2.0,hair extensions|Oyang Lovely Vintage Jewelry Crystal Butterfly Hairpins,-6.028291
B0036JLJ2K,"Facial Serum with Argan, Grapeseed Oils for Dry Skin","Turn on your glowing, beautiful complexion and never go back to dull, dry skin!  Organic Argan oil i...",Oils & Serums | Skin Care | Face,19.95,80705.0,A1VQVUQTTM4SHR,B003BJBZEW|B0061G31NU|B003GU0YQ6|B00028MLG6|B003I7IB62,I'm interested in a facial serum that can help improve skin texture for a smoother appearance.,2,"The user shows a preference for products that focus on hair nourishment and repair, as well as natural and organic ingredients in skincare.","I'm interested in a facial serum that can help improve skin texture for a smoother appearance. Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this facial serum.",3.0,facial serum|hydrating moisturizer|nourishing face mask,-1.2430307
B00AELX08E,Hair Flair Deluxe Softhood Hair Dryer Attachment,The Hair Flair Deluxe Softhood Hair Dryer Attachment attaches to the vast majority of hand-held hair...,Diffusers | Styling Tools | Hair Care,19.99,2629.0,A23BLCJ9GBOBZU,B0049CJKK6|B004KP21IA|B005IUKUAC|B007S0PLEK|B00B3BLWKM|B001A3RXN8|B006BA3BAY|B009I0HDOO,Can you help me choose a hair dryer attachment that enhances curl definition for someone interested in natural hair care?,1,"The user shows a preference for products that are unscented or have a natural scent, and values fair trade and organic certifications.",Can you help me choose a set of products that enhances curl definition for someone interested in natural hair care?,-1.0,,-4.4285645
B001JZ29L8,Clinique Stay Matte Sheer Pressed Powder oil free # 2 Stay Neutral 0.27oz / 0.76g,"Clinique Stay Matte Sheer Pressed Powder oil free # 2 NeutralShine-absorbing,Oil-free ,For oily skin...",Makeup | Face | Powder,28.9,100431.0,A3R2RVHZ96TCM6,B004HCECVA|B005FMTAC2|B00FW9GH38|B001ECQ4TY,"I'm interested in a pressed powder, 0.27oz / 0.76g, that can help me with personal grooming while traveling.",-1,The user has a unique preference for travel-related accessories and collegiate-themed fragrances.,"I'm interested in a pressed powder, 0.27oz / 0.76g, that can help me with personal grooming while traveling.",1.0,"pressed powder, 0.27oz / 0.76g",-5.267982
B00150LT40,"Seche Vite Dry Fast Top Nail Coat, 0.5 Ounce",Nailtiques nail varnishes are formulated with the same strengthening ingredients that the cult favor...,Nails | Makeup | Top & Base Coats,4.7,29.0,A377RYV182M3D7,B003GE49A4|B004RK7I2W|B00BUA5BIU|B001D0CWQG|B002LFLXDA|B00356UHT0|B002WTC37A,"I'm looking for a Nail Top Coat, 0.5 Ounce that offers long-lasting wear and is easy to use.",-1,"The user shows a unique preference for micellar solutions and products with snail extract, indicating an interest in gentle yet effective skincare solutions.","I'm looking for a Nail Top Coat, 0.5 Ounce that offers long-lasting wear and is easy to use.",1.0,"Nail Top Coat, 0.5 Ounce",-10.152228
B000P22TIY,Nautica Voyage By Nautica For Men. Eau De Toilette Spray 3.4 oz,Launched by the design house of Nautica.When&#xA0;applying&#xA0;any fragrance please consider that t...,Eau de Toilette | Fragrance | Men's,16.86,31.0,A2C8HHSGO1422J,B0050EB0BE|B0037YTF4S|B0009OAGXI|B000JL3OP8,What’s the best fragrance for enhancing mood and boosting confidence during professional settings?,3,"The user has a strong preference for Eau de Toilette sprays, indicating a liking for lighter, more subtle fragrances. They also show an interest in products that are associated with body and skin care.",What’s the best fragrance for enhancing mood and boosting confidence? I'm not sure about the specific using scene or required functions.,-1.0,,-0.88095963
