id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets
B00IXLQJQ2,Superunknown,Pop,10.93,4.8,AEQOXRAVQQKKC6OPXQ4QDYVRH6YQ,B00JHH2140|B013TPJKAI|B00TZE3W2U|B005KWAWJ2|B000069HJJ|B00000276V|B0000DJYQ4|B000002N0B|B000002LHA|B0002VEPIA|B000850IS6,Could you guide me to a track that is best suited for a lively dance party with friends?,0,"The user shows a unique interest in movie scores and soundtracks, with a particular inclination towards epic and action-themed films.",Could you guide me to a track that is best suited for a lively dance party?,1.0,lively dance party
B000J103KW,Sex in the City 1,Soul | R&B,299.98,5.0,AG3W5XMPSH46PZVLIVXKIJV64ZXQ,B0009F2BOO|B0002ABSSQ|B0006212K4|B000A2GH8C|B000000CMS|B000001O4Q|B0000AIY6F|B000003RPR|B00004SZCE|B000008N0A|B00000DAGX|B000000W98|B00004S34X|B00008FNQX|B000006NXJ|B00008Z46Q|B0006M2XBG|B00000DEHO|B00000DCJC|B00000JG0P|B00000JG0O|B00000C2KS|B000003B5R|B00008AY5D|B00000AGNO|B0000004ZY|B00000IYWU|B00004TXVU|B0000062PF|B000002BVK|B000004CV6|B00004TIM7|B00000052P|B00000051K|B000000545|B00000051G|B00000052I|B00007KWHA|B000008P8U|B000003AH3|B00004W1RC|B000009QMD|B000094Q4R|B000002D93|B00004VW0N|B000008ODA|B00000051I|B00006JNEA|B000003B5X|B00013NE7M|B000006ON0|B000159F96|B0001MZ732|B00005A0H0|B00000DCUM|B00004Z40T|B000089J03|B000001AP9|B000001AON|B0001XAKJM|B00000DFG1|B00004W1SA|B000006PYE|B000003Q9R|B000005T33|B000005T4T|B000002BLH|B00000J7R1|B0000013GQ|B00004YRG9|B00005KGL7|B000051XVV|B00004U916|B00005MJYI|B000002OQ3|B000002HI5|B000002HHP|B000002ORS|B0000061F0|B0000061FG,Do you have any suggestions for music that would be good for a romantic evening in the city?,3,The user shows a unique preference for music with explicit lyrics and themes related to urban and street life. They also seem to be interested in music that is part of special deals or promotions.,Do you have any suggestions for music that would be nice for a romantic evening? I'm not sure about the specific listening scene.,-1.0,
B0054YH8IO,The Greatest Hits,Hard Rock | Rock,7.64,4.7,AEP4Q5ASORVTXVRVNEZV67IXOULQ,B003QUP6WI|B0097K0G9Y|B001F0VHEM|B005LY46ZU|B004BO8GQQ|B000000WCV|B000MQ55RA,Can you suggest a track that boosts energy for an intense workout session?,3,"The user has a unique preference for music that includes calming ocean sounds and high coherence soundscapes, indicating a specific interest in relaxation and meditation music.",Can you suggest a track that boosts energy for a workout? I'm not sure about the specific listening scene.,-1.0,
B00004SG6B,Wrestlin My Lady,Indie & Alternative | Indie & Lo-Fi | Indie Rock,32.24,4.2,AH4M3DSWCCXBYUBC4PGFL63CK23A,B000007NUP|B00004RI87|B0000562CW|B000058BAX|B00004XR6C|B00002NDAB|B00000JYY7|B00000I8BX|B000001Y6E|B0000062U9|B000005JAI|B000002AT8|B000001Y9V,Can you recommend music for a reflective late-night drive?,2,The user shows a unique preference for American Alternative music and is interested in exploring deals in music.,Can you recommend music for a reflective late-night drive? I’m also looking for something that can help with stress relief and personal reflection.,2.0,reflective late-night drive|stress relief and personal reflection
B06XD5ZYCT,Madness,Metal | Pop Metal,11.34,4.5,AH2KAOYBUJ57FOLJS2CIQ4SZVJSQ,B00004X0O8|B008V0OJ1C|B00BSWMITK|B00B4W8AIW|B0002YT7NA|B008U6QAAU|B00AMEZDCY|B00EBDXTJG|B005HWUCT0|B000Q66HBE|B000A7Q1P6|B00076MU32|B00005YXGD|B00008WJ8E|B00ERD1AFK|B001PGMRFY|B000VT2OHC|B003NSKKS8|B001PGMRFO,I'm interested in a music track that can help me channel my rebellious side during an energetic workout.,2,"The user has a strong preference for Scandinavian metal music, as indicated by the frequent keywords related to Europe and Scandinavia.","I'm interested in a music track that can help me channel my rebellious side during a workout. I'm also looking for something that can provide an adrenaline boost, and maybe even serve as the perfect background for a party atmosphere. Can you recommend some tracks?",3.0,channel my rebellious side during a workout|provide an adrenaline boost|serve as the perfect background for a party atmosphere
B00142RWYU,Thy Kingdom Come,Gospel | Contemporary | Christian & Gospel,7.12,4.8,AFG6IP3IPYSIEHY4WDXPSYSENJ6Q,B00H9GJQNA|B0070VDS3S|B00K0AT6GE|B0093U03G4|B0084BM7QC|B0006SSQFW|B0026MOVO6,Could you suggest some contemporary gospel and Christian music with uplifting spiritual themes for an adult interested in spiritually uplifting genres?,-1,"The user has a unique preference for music that blends traditional gospel with contemporary styles, indicating a taste for modern interpretations of spiritual themes.",Contemporary gospel and Christian music with uplifting spiritual themes.,2.0,Contemporary gospel|Christian music with uplifting spiritual themes
B0001I2BW6,Momentos Intimos,Latin Pop | Latin Music,32.95,4.9,AE7XWLDH4HELJGL5ADLUVLKGYKNA,B0001I2BW6|B0001I2BW6|B00000I7XB|B00000I7XB|B00000I7XB|B00009QG6R|B00009QG6R|B00009QG6R|B00TV6B2F6|B00TV6B2F6|B00TV6B2F6|B0001GWAWO|B0001GWAWO|B0001GWAWO|B0000DZTM3|B0000DZTM3|B0000DZTM3|B000000VOP|B000000VOP|B000000VOP,"I'm looking for a Latin Pop album with intimate moments, as I'm a big fan of artists like Selena.",-1,"The user shows a strong preference for greatest hits and compilation albums, indicating a possible interest in curated collections of popular songs.","Latin Pop album with intimate moments, similar to artists like Selena.",2.0,Latin Pop album|intimate moments
B000000WFF,Spiceworld,Adult Contemporary | Pop,10.98,4.8,AGQDGOJT3ILBUUJCA2SRKEZYYTSA,B000000WCA|B00007GUIO|B00012UZ2A|B00020HEH0|B00008NGA5|B00009WHS8|B000089GIO|B00005Y228|B00006IX86,Could you recommend a tune that evokes nostalgia for a mellow evening at home?,1,"The user has a unique preference for music that blends elements of pop with adult contemporary and dance influences, suggesting a taste for catchy, yet sophisticated and rhythmic tunes.",Could you recommend a tune that evokes nostalgia for a mellow evening at home? Please recommend me some different styles of music.,-1.0,
B007SUW22Y,All Fall Down,Pop,28.64,4.1,AF5PPSX6PNUOGAOHI7KXF67HD2IQ,B006R1T40I|B000002HO3|B000024ZNV|B005DZMODI|B0028ERCNE|B0009WXGDM|B003KWT85I|B001RPAYHG,Can you suggest a catchy tune for a dance party that would appeal to someone who loves Pop music?,0,"The user has a unique preference for Blue-Eyed Soul and Blues Rock, indicating a taste for music that blends soulful vocals with rock and blues influences.",Can you suggest a catchy tune for a dance party that would appeal to someone who loves Pop music?,2.0,catchy tune for a dance party|Pop music
B000000OQF,Appetite For Destruction       Explicit Lyrics,Classic Rock | Album-Oriented Rock (AOR),16.74,4.7,AFN5JJO5AT7AWNKTSSSMMHVX2JTQ,B000068ZVQ|B00EBDXU4A|B0000025HO|B003PTP4Z4|B0012GMV6M,What is a great classic rock album with explicit lyrics in an album-oriented rock style for someone who loves classic and hard rock?,-1,"The user has a unique preference for album-oriented rock and progressive rock, indicating a taste for complex and thematic musical compositions.",Great classic rock album with explicit lyrics in an album-oriented rock style.,2.0,classic rock album|album-oriented rock style
B000002U0R,Down Every Road 1962-1994,Bakersfield Sound | Classic Country | Country,99.0,4.8,AHKRBLSRS2XML2QIJYKTRXXPYISQ,B0000DFZZV|B000002GFC|B000002GVW|B0026IZR3E|B000BYCAJE,Could you recommend a music compilation that's perfect for a nostalgic family gathering?,1,The user has a unique preference for album-oriented rock and enjoys exploring today's deals in music.,Could you recommend a music compilation that's perfect for a nostalgic family gathering? Please recommend me some different styles of music.,-1.0,
B016W64BP0,Playlist: The Very Best of MercyMe,Rock,7.98,4.8,AF4AQFVWIAVBDT33BHQ3EJIXKPFA,B07BJ47ZDT|7474034352|B01N7UHKP0|B007SBHJGM|B01GRCVDPA|B003UOYPVS|B014SDJI6Q|B01GRCVDQ4|B000ZQ281S|B01GRCVDQO,Do you have any suggestions for a playlist that captures the energy of youth culture for a nostalgic evening?,0,The user shows a preference for soundtracks and music that is uplifting or inspirational in nature.,Do you have any suggestions for a playlist that captures the energy of youth culture for a nostalgic evening?,1.0,energy of youth culture for a nostalgic evening
B002JIH8QA,Playlist: The Very Best Of Donnie McClurkin,Gospel | Contemporary | Christian & Gospel,4.93,4.8,AHSCQPOSFDS7H4HJOY4J5SNNUGYA,B0063R96OA|B00005KB9X|B00005MK9Y|B00005KBA0|B00005KB9R|B0000A9D2K|B00005MKA1|B00005MKA3,I'm looking for music that fosters a sense of community and spiritual connection for a gathering with friends.,3,"The user has a unique preference for music that is rooted in Jamaican culture and history, as indicated by their interest in remastered albums of iconic reggae artists.",I'm looking for music that creates a sense of community for a gathering with friends. I'm not sure about the specific listening scene.,-1.0,
B00EZPCWKM,Home for Christmas: Live From Dublin,Christmas | Holiday & Wedding,5.99,4.7,AH6IP4IUIWNI6PICENDPKIJJA4KA,B000059ZI1|B00000ILYP|B00000I44T|B000005P68,"Can you recommend a Christmas and holiday-themed live music performance from Dublin that would be suitable for festive celebrations and wedding events, considering I'm an adult with a strong interest in music genres that are less mainstream and have historical or cultural significance?",-1,"The user has a unique preference for music that blends international influences, particularly from Europe and Britain, with elements of classic big band and swing jazz styles.",Can you recommend a Christmas and holiday-themed live music performance from Dublin with music genres that are less mainstream and have historical or cultural significance?,3.0,Christmas and holiday-themed live music performance|music genres that are less mainstream|music with historical or cultural significance
B000E1JP1A,Come Clarity,Europe | International Music | Sweden | Scandinavia,,4.7,AGJH2LMHIJ4X5J45KQDITEIJRKGA,B000002NAA|B000MCH5FO|B003XD7ECI|B00A8ZZ2Z0|B005C5A6C0|B00452V2H4|B00006F83Y|B0038KHTGM|B00005O577|B000000I3O|B001RXB4FY|B0012MPI2K|B000065DWB|B005N4DOJ2|B000066405|B00000I5Y6|B000002LFZ|B000ARG2F0|B0006PTTJM|B00016XNAW|B000PD3LIA|B0041CGOZS|B000BTDLMO|B0000071WF|B0000C8AP0|B000001ELF,Do you know any good Swedish international music from Scandinavia that blends Metal and Classic Rock? I'm looking to explore new sounds.,-1,"The user shows a preference for music collections and greatest hits albums, indicating a possible interest in well-curated and popular tracks. There is also a notable interest in tribute albums and music inspired by films, suggesting a taste for thematic and cinematic music experiences.",Swedish international music from Scandinavia that blends Metal and Classic Rock.,2.0,Swedish international music|Scandinavia that blends Metal and Classic Rock
B00004YNES,The Duo Sessions,Traditional Vocal Pop | Broadway & Vocalists,18.0,4.5,AGDKOFCQL26USZYYVA2MC35DIIPA,B01ENR4H9U|B00IB3P5DK|B007LNJ4OW|B0045OQF60|B00W5VPIP4|B014GJSJ7Q|B001W6WAUO|B00IVPG8S4|B00BH416JC|B007SWZV6G|B000002TX2|B000QCQG28|B00000IQLN|B000001AW2|B0007GAELC|B001GJ2ZI4|B000NI3FJC|B00006BCBL,I'm looking for a music collection that provides a nostalgic atmosphere for a family reunion.,2,"The user shows a unique preference for live recordings and historical music sessions, indicating an appreciation for authentic and vintage music experiences.","I'm looking for a music collection that provides a nostalgic atmosphere for a family reunion. One of the music attributes I’m considering is ""Traditional Vocal Pop,"" which could also work well for sentimental moments and cultural celebrations. Could you recommend some pieces for each of these occasions?",3.0,nostalgic atmosphere for a family reunion|sentimental moments|cultural celebrations
B013HC8KJK,Live in los Angeles,Jazz,,4.6,AGCMSW2T5JWB2DEIHCPR7RB4Y7OQ,B005ME7DU4|B00BJKAIDE|B00004WZ67|B00069I7B4,I'm looking for a live performance that showcases improvisational creativity for a deep listening session.,0,"The user has a unique preference for music that includes elements of progressive rock and possibly international influences, as indicated by the keyword 'Poland.'",I'm looking for a live performance that showcases improvisational creativity.,1.0,live performance that showcases improvisational creativity
B000002I3Y,Amazing Grace,Soul | Southern Soul | R&B,25.93,4.7,AEJDYLIU2ZFSBV2O3E5KUNNQCREQ,B06XSDC2G1|B0734BGLLQ|B00BYCT3T2|B001GUJ9JQ,Could you guide me to a soulful track that is best suited for emotional healing and spiritual connection?,1,"The user has a unique preference for music that includes CD rarities and Motown influences, as well as a seasonal interest in Christmas-themed music.",Could you guide me to a soulful track that is best suited for emotional healing? Please recommend me some different styles of music.,-1.0,
B07FSVYRXJ,Toxicity,Hard Rock | Rock,19.97,4.9,AEKQRLEDOXNAOBCQ7UUP5PDO634Q,B00F5YTI2M|B005STGJPI|B01CODVHZW|B078FHJKKY|B00008J2WB|B01H4X2JI6|B01MCZ9742|B004OKFIRW|B002WNU0M6|B01GGJV5VQ|B00YJKGUZQ|B00IXHC0QY|B00JMBQE76|B010T34MLU|B01LTHN0DG|B000000OU2|B003U82OJO|B002PL5GTC,Could you recommend a track that boosts my energy during intense workouts?,1,"The user shows a unique preference for American Alternative and Indie music, as well as a fondness for remastered and greatest hits collections.",Could you recommend a track that boosts my energy during workouts? Please recommend me some different styles of music.,-1.0,
B00000E5MU,Never Run Never Hide,Hard Rock | CDs Under $7 | Hard Rock & Metal | Today's Deals in Music,59.0,4.7,AET7FZPX2BX2NKCSVU6WJM52PUGA,B004YMAYEW|B000GBEOKU|B00007BKHU|B012UNH24Q|B00000331T|B00004WF5I|B000003IVB|B0009NSDRU|B000003MSH|B000002HOF|B00000348G|B000002VTL|B00080EUY4|B000002ILE|B0000AGWFX|B000002P1T|B00003XA89|B001QI6ADQ|B000002AQQ|B00CMB8MXC|B0007OY474|B001U7ADZ4,I need something like a music CD that's great for an intense workout and is budget-friendly.,1,"The user shows a particular interest in themed music collections, such as '20th Century Masters' and soundtracks from popular movies. They also seem to appreciate music that is part of special deals or promotions, such as 'Today's Deals in Music' and CDs priced between $7 - $10.",I need something like a music CD that's great for an intense workout and is budget-friendly. Please recommend me some different styles of music.,-1.0,
B0000074FJ,Live & Dangerous,Album-Oriented Rock (AOR) | Classic Rock,11.32,4.8,AGU6NTUJT6L36SFN355EIISV4KZQ,B000003CTQ|B000002MHV|B000001GJW|B0000682ZL|B07PYJ3XY7|B01MRRLPWF|B07KZ4H97G|B007FGQU06|B0047VETBY|B0002OVPZS|B077ZH9PNG|B009A882D0|B00H9GJS06|B00DZJ82VC|B01576X5DK|B015EYVWPI|B00B1ISAM0|B0000041S7|B005GMSMHA,"I'm looking for an album that captures the energy of live performances with dynamic arrangements, ideally in the album-oriented rock or classic rock genres—any recommendations?",-1,"The user has a unique preference for remastered and remixed versions of classic albums, as well as collections and anthologies of music from different eras.",I'm looking for an album with dynamic arrangements in the album-oriented rock or classic rock genres.,2.0,dynamic arrangements in the album-oriented rock genre|dynamic arrangements in the classic rock genre
B015UDEJSA,A Live Worship Experience,Pop & Contemporary | Christian & Gospel,8.99,4.9,AGN54OHRWCOAKT7C2ZFZ2YCDG7MQ,B00004YLPY|B00002MYY7|B000IONJ7E|B00016MSXA|B000B8I8XM,I'm looking for a live worship music experience that blends Pop and contemporary Christian and gospel; any suggestions for someone who loves 1950s and 1960s Oldies and Traditional Vocal Pop?,-1,The user has a unique preference for Girl Groups and Broadway & Vocalists music.,"Live worship music blending Pop, contemporary Christian, and gospel for someone who loves 1950s and 1960s Oldies and Traditional Vocal Pop.",4.0,Live worship music|Pop|Contemporary Christian|Gospel
B08P83BZZC,21,Pop,10.79,4.8,AFH5P6AW4ID273YE7QH7RRHH6PJA,B000002AH7|B00AIUSFZO|B01D42GL8A|B00006J3KF|B001H123N8,Can you point me to a tune that's best for a lively dance party?,0,"The user has a unique preference for classic and influential albums, as indicated by their interest in iconic records like 'Sketches Of Spain' and 'Dusty in Memphis.'",Can you point me to a tune that's best for a lively dance party?,1.0,lively dance party
B00028X26Y,Now Playing: Movie Themes - Solo Piano,Smooth Jazz | Jazz,29.92,4.9,AFSRWWPA2J5ILNXEV4FEDQ66WRQA,B001BBOSBE|B0034XRCV0|B00080Z78C|B00000855D,Can you point me to a piano piece that’s best for a romantic evening at home?,1,"The user has a unique preference for original cast recordings and artists like John Barrowman and Benzali, indicating a specific interest in musical theater performances.",Can you point me to a piano piece that’s best for a romantic evening at home? Please recommend me some different styles of music.,-1.0,
B0017M8YYY,Fairy Tale,Classical | Chamber Music,,4.7,AHP6VVRDUZA2IRWJT7B5QZT6PKAA,B00004NHEK|B00005RT4H|B000MEYHXA|B00RPNPAU0|B008DL472K|B00004SZVR|B000000XAM,I'm searching for music that enhances my focus while studying.,3,"The user shows a unique preference for music from South & Central America, especially Argentina, and has an interest in Flamenco and soundtracks.",I'm looking for music that helps me concentrate better. I'm not sure about the specific listening scene.,-1.0,
B00003002E,Steppenwolf: All Time Greatest Hits,Classic Rock | Album-Oriented Rock (AOR),9.89,4.7,AHEB5CBIC3XM6JHTDUB73DUCPIPA,B00004ZB9D|B00004WXH1|B000063S6Z|B000002MKM|B000002B30|B002ECN4P0|B00006L736|B000HEVYR2|B00U1ZLZTY|B000003N4G|B0018TLRUE,Can you suggest a music compilation for a nostalgic road trip with classic rock vibes?,1,"The user has a unique preference for Album-Oriented Rock (AOR) and ambient music, indicating a taste for both structured rock albums and atmospheric soundscapes.",Can you suggest a music compilation for a nostalgic road trip? Please recommend me some different styles of music.,-1.0,
B09134LR22,Where Have You Gone,Country,16.1,4.8,AEJ2CVPS7EO4VZOQHOZERAR62T3Q,B000024Y95|B00IDQ080A|B000003G7C|B014167RY0,Can you recommend a song that would be perfect for a lively afternoon gathering with friends?,0,"The user shows a unique preference for music that is rare or less commonly found, as indicated by the interest in 'CD Rarities' and 'Concerto Grossi.'",Can you recommend a song that would be perfect for a lively afternoon gathering?,1.0,lively afternoon gathering
B0002H3526,Tokyo Wankei Greatest Hits Original Soundtrack,Imports | Soundtracks,9.99,4.5,AEM4LEZ7AAYOCHCM43DEPSGTF4HQ,B01EW2RJY6|B00IQE4NUK|B00A0P25EO|B003BWQD7S,"I'm looking for the ""Tokyo Wankei Greatest Hits Original Soundtrack: Import Soundtrack Collection"" as I'm really into pop and adult alternative music.",-1,"The user shows a preference for music deals, as indicated by the interest in Amazon Music Post-Holiday Blowout Deals.","""Tokyo Wankei Greatest Hits Original Soundtrack: Import Soundtrack Collection"" pop and adult alternative music.",2.0,Tokyo Wankei Greatest Hits Original Soundtrack: Import Soundtrack Collection|pop and adult alternative music
B007RV4BDW,Bring Heavy Rock To The Land,Hard Rock | Rock,42.16,4.2,AGWKVVLIQPNZZC7MYPZMOTDXRNHQ,B001MRMS8M|B00P7PKFQC|B00000347E|B00000JPCV|B000009SFB|B00005QIUJ|B00008FKJN|B00005YDNG|B0000074PR|B00000DP1H|B0039BD77A|B0012OTVR6|B001TRDPB4|B003KQKAMY,I need something like a playlist that’s good for boosting my energy during an intense workout.,1,"The user shows a unique preference for Scandinavian music and artists, as well as a strong inclination towards metal music.",I need something like a playlist that’s good for boosting my energy during an intense workout. Please recommend me some different styles of music.,-1.0,
B07YCZV22P,Winter Wonderland / Various,Pop,9.0,4.8,AGIQFAJF6BGXHRRYNVSG5TCWENBQ,B08J2388NS|B08J16N96H|B0000032R5|B00004WF3V|B00005NTQA|B000003AUQ|B09FCHRC9Y|B099TG4SP7|B07Y9CF79F|B01LYHK7SY|B08J22RRBQ|B08DBZD9VG|B0000032ZC|B001FBSMXA|B0000032QT,"I'm searching for a pop music compilation featuring various artists that includes nostalgic holiday-themed tracks from the '70s and '80s, perfect for an adult who loves oldies and Christmas music.",-1,"The user has a unique preference for niche holiday music collections, including hillbilly and doo-wop Christmas songs, as well as humorous and novelty Christmas tracks.",Pop music compilation featuring various artists with nostalgic holiday-themed tracks from the '70s and '80s.,3.0,Pop music compilation|various artists|nostalgic holiday-themed tracks from the '70s and '80s
B00IOVMBVS,Crush,Pop,15.73,4.5,AFPMHF25WTMMSX5TW26XZSKCRWMA,B014VTMB52|B00FMQPZWU|B009SJMVDS|B00DTOEQOA|B0095PR2OI,"Do you have any catchy pop music recommendations, especially from the Far East or Asia, that would appeal to a fan of Korean pop culture?",-1,"The user has a distinct preference for Korean music and artists, as indicated by the frequent keywords related to Korea and the Far East & Asia.",Catchy pop music from the Far East or Asia appealing to Korean pop culture fans.,2.0,catchy pop music from the Far East or Asia|appealing to Korean pop culture fans
B00BNR6RJW,Love Is Everything,Country,5.99,4.8,AE5RASPGBWQ5DHNREVSPUBCZPS4A,B000002OLN|B00005CCLJ|B000E0OEUI|B00FI2PIIO,I’m looking for a tune that captures the essence of a lively backyard barbecue.,0,"The user has a unique preference for music that features elements of traditional vocal pop and Broadway-style vocalists, indicating a taste for classic and theatrical musical styles.",I’m looking for a tune that captures the essence of a lively backyard barbecue.,1.0,a tune that captures the essence of a lively backyard barbecue
B00005QK21,Dorothy Moore - Greatest Hits,Disco | Dance & Electronic,13.98,4.7,AEUPR6JI7YTJEOKRCS55E5Q44BJA,B00F3EJAUO|B00002R14Y|B000003404|B000000VZL|B000NJL55C|B001F290E4|B00000I7XB|B00000I8YX|B000001ANH,I'm after a music compilation that works best for a retro-themed celebration.,2,"The user has a unique preference for music that is heavily influenced by Latin culture, with a particular interest in salsa and Mexican music styles.","I'm after a music compilation that works best for a retro-themed celebration, and I’d love recommendations that also fit for dance parties and social gatherings.",3.0,retro-themed celebration|dance parties|social gatherings
B0078462Y4,It's a Wonderful World,Jazz | Vocal Jazz,35.0,4.7,AENFT7S46B4W4IQ4MRMIEPJ2NHJQ,B00EJXX17S|B000TEUCFA|B0019ZF2LM|B008VNIBD6,Can you help me choose a jazz piece for a sophisticated evening gathering?,3,"The user has a unique preference for music that combines elements of traditional vocal pop and classical chamber music, indicating a taste for sophisticated and possibly theatrical musical experiences.",Can you help me choose a jazz piece for a gathering? I'm not sure about the specific listening scene.,-1.0,
B004LP601S,Vices & Virtues,Adult Alternative | Pop,7.69,4.8,AFRIIXVVMUJWHPHKPTFQH3ACYKMA,B07RC8KSWK|B07D3H67CX|B014IL5JAM|B00E6F13W4,Can you recommend a tune that helps me express my emotions after a long day?,1,"The user shows a preference for music albums that are characterized by unique and diverse sounds, often associated with indie and alternative music scenes.",Can you recommend a tune that helps me express my emotions? Please recommend me some different styles of music.,-1.0,
B000002KC2,Sundown,Outlaw Country | Country,13.12,4.8,AHND5UKLWSL33JJRTYMRYRW6AS6Q,B001DA9VK6|B005DTE7X4|B00BVYTA4Q|B00000FXOF,I'm looking for music that captures a rebellious spirit for a late-night drive.,2,"The user has a unique preference for vocal jazz and enjoys exploring different forms and genres within classical music, such as suites.","I'm looking for music that captures a rebellious spirit for a late-night drive, and I’d also love recommendations that fit the vibe of independent mindset and gritty realism.",3.0,rebellious spirit for a late-night drive|independent mindset|gritty realism
B01N7Y7MJP,If Not For You,Country | Today's Country,12.17,4.9,AETMLXZFG7R7BCNGFQ2JE6CMSHXQ,B00CS9NKQW|B005JLN8WC|B001FZSKYC|B008BEE4IG|B00K98J1E4|B00PRCCFPE|B01MT9V7A0,Can you recommend me a tune for a lively evening at a honky-tonk bar?,2,"The user has a unique preference for music that blends traditional and contemporary styles, as indicated by their interest in 'Today's Country' and 'Pop & Contemporary' genres. They also have a seasonal interest in Christmas-themed music.",Can you recommend me a tune for a lively evening at a honky-tonk bar? I’m also looking for something that fits a backyard barbecue and a nostalgic gathering.,3.0,a lively evening at a honky-tonk bar|a backyard barbecue|a nostalgic gathering
B0000013G7,Usher,CDs $7 - $10 | R&B General | R&B | Today's Deals in Music,8.17,4.5,AGSL677FXZQW5QPA3GIQWJCQL2FQ,B00Q89ML22|B000008D9B|B0007XTPFQ|B00OGPK4SI,I'm looking for Usher R&B CDs priced between $7-$10. Can you recommend any deals in the R&B General category?,-1,"The user has a unique preference for explicit lyrical content and soundtracks, particularly those associated with movies.",Usher R&B CDs priced between $7-$10 in the R&B General category.,1.0,Usher R&B CDs priced between $7-$10 in the R&B General category
B000050HZL,Road Rage,Folk | Irish Folk | British & Celtic Folk,3.61,4.5,AGMMIBIR6CCQ4CV2BBKNTXHJSG7Q,B0000CFW87|B000002WYT|B000003BD7|B00000DFUB,Could you guide me to a music selection that is best suited for a lively community gathering with a touch of cultural heritage?,3,"The user has a unique preference for music that combines elements of pop with alternative and baroque influences, as well as a taste for educational and children's music.",Could you guide me to a music selection that is best suited for a lively gathering with a touch of cultural heritage? I'm not sure about the specific listening scene.,-1.0,
B003TYAYZU,Fields NON-RETURNABLE,Indie & Alternative | Indie & Lo-Fi | Indie Rock,29.99,4.7,AHVAINKZ5OATK4EYRMQNPDKXGUGA,B004DY4Z4Q|B008LAO7C8|B009A9ELXE|B009G8GIN0|B000A2STVA|B005PY4Y30,I'm interested in a playlist that can help me unwind during a late-night drive.,2,"The user has a unique preference for niche and eclectic music styles, as indicated by their interest in 'Lo-Fi' and 'Indie Rock' subgenres.",I'm interested in a playlist that can help me unwind during a drive. I’d also love recommendations for late-night drives and personal reflection.,2.0,unwind during a drive|late-night drives and personal reflection
B00005AREX,musicforthemorningafter,Alternative General | Alternative Rock | CDs $7 - $10 | Today's Deals in Music,12.5,4.7,AGQY6DOBFG3HS35PBH4JZDJ3TQXQ,B000059RL3|B000002MWY|B00004W50T|B000007NC0|B000002N7G|B0000009PS,I’d like a music CD that’s great for exploring deep emotions and indie diversity.,3,"The user has a unique preference for Americana and Psychedelic Rock, indicating a taste for music that combines storytelling with experimental sounds.",I’d like a music CD that’s great for exploring emotions. I'm not sure about the specific listening scene.,-1.0,
B0013D8JJC,Live at the Bass Performance Hall,Pop,28.8,4.6,AEYR3LLSZI7EUXUEGL6CCPDBMWIQ,B0013D8JJC|B000QUU6BC|B000QUU6BC|B000244GFY|B000244GFY|B0000ALFZR|B0000ALFZR,Can you recommend a tune that would be perfect for a lively dance party?,0,The user has a unique preference for live performance recordings and possibly enjoys music from the 1970s and 1980s era.,Can you recommend a tune that would be perfect for a dance party?,1.0,dance party
B00008PXA6,Tchaikovsky: Swan Lake excerpts ; Adam: Giselle; Meyerbeer: Les Patineurs,Ballets | Classical | Ballets & Dances,27.64,4.5,AHLSE6WRM5SFQ2HA3WUBYS3XIB5A,B0009ORGN6|B00000DBUS|B000002626|B0000714B6,Do you know any orchestral pieces that would work well for a cultural storytelling event?,2,"The user shows a unique preference for orchestral works that are both dramatic and innovative, as seen in their interest in pieces like ""The Firebird"" and ""Rhapsody in Blue."" They also seem to appreciate live performance recordings, as indicated by their interest in Judy Garland's concert years.",Do you know any orchestral pieces that would work well for a cultural event? I’m also interested in recommendations that could be used for emotional connection and relaxation.,2.0,cultural event|emotional connection and relaxation
B00DDVPXQO,Original Album Series,Metal | Pop Metal,16.98,4.8,AFXWU23H5BEYSDKZLL4QGVSWZETQ,B007XHWNTY|B00000AGA0|B001F7XIJW|B000LC51TM|B000TXG3Y0,Do you have any suggestions for a music collection that would be good for channeling intense emotions and finding artistic inspiration?,3,The user has a unique preference for metal music originating from France and other parts of Continental Europe.,Do you have any suggestions for a music collection that would be good for channeling intense emotions? I'm not sure about the specific listening scene.,-1.0,
B00AYHKIZ6,The Next Day,Pop,13.99,4.6,AGMYIQQ6N2R3BXB2HZCT46RV4N6Q,B007P6VLRS|B0074LIKU0|B004Q9JM7S|B004LUHQ1G|B003BEE0F8|B003YDZV7C|B0020E7IAY,Could you suggest a tune that would be perfect for a lively dance party?,0,"The user has a unique preference for music that incorporates New Wave and Adult Alternative elements, suggesting a taste for innovative and eclectic sounds within the broader Pop and Rock genres.",Could you suggest a tune that would be perfect for a lively dance party?,1.0,lively dance party
